unitid,FIPS,county_name,city,state,zip,latitude,longitude,date,week,admission_rate,number_students,TotalCount,TotalCountWeekly,TotalConfirmedPositive,TotalConfirmedPositiveWeekly,TotalPositivityRate,TotalPositivityRateWeekly
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,20sep2020,3157,.4187,12161,3154,2583,5,1,.1585288522511097,.0387146728610143
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,27sep2020,3158,.4187,12161,6005,2851,10,5,.1665278934221482,.175377060680463
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,04oct2020,3159,.4187,12161,9161,3156,37,27,.4038860386420697,.8555133079847909
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,11oct2020,3160,.4187,12161,11011,1850,50,13,.4540913631822722,.7027027027027027
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,18oct2020,3161,.4187,12161,14115,3104,54,4,.3825717321997875,.1288659793814433
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,25oct2020,3162,.4187,12161,17216,3101,59,5,.3427044609665428,.1612383102225089
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,01nov2020,3163,.4187,12161,20487,3271,67,8,.3270366573924928,.2445735249159278
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,08nov2020,3164,.4187,12161,24076,3589,116,49,.4818076092374148,1.365282808581778
131469,11001,District of Columbia,Washington,DC,20052,38.89923,-77.04836299999999,15nov2020,3165,.4187,12161,27593,3517,149,33,.5399920269633602,.9382996872334376
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,20sep2020,3157,.3678,32072,15282,2200,1377,63,9.010600706713781,2.863636363636364
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,27sep2020,3158,.3678,32072,17354,2072,1428,51,8.228650455226461,2.461389961389961
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,04oct2020,3159,.3678,32072,19426,2072,1479,51,7.613507670132812,2.461389961389961
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,11oct2020,3160,.3678,32072,24327,4901,1558,79,6.404406626382208,1.611915935523363
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,18oct2020,3161,.3678,32072,26358,2031,1585,27,6.013354579254875,1.329394387001477
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,25oct2020,3162,.3678,32072,28221,1863,1613,28,5.715601856773325,1.502952227589909
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,01nov2020,3163,.3678,32072,30127,1906,1642,29,5.450260563614034,1.521511017838405
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,08nov2020,3164,.3678,32072,32139,2012,1685,43,5.242851364385948,2.137176938369781
134097,12073,Leon County,Tallahassee,FL,32306-1037,30.440756,-84.291921,15nov2020,3165,.3678,32072,34014,1875,1737,52,5.10672076203916,2.773333333333333
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,13sep2020,3156,.3875,34564,25382,1600,289,28,1.138602159010322,18.0625
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,20sep2020,3157,.3875,34564,27120,1738,701,412,2.584808259587021,23.7054085155351
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,27sep2020,3158,.3875,34564,28913,1793,808,107,2.794590668557396,5.967651979921919
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,04oct2020,3159,.3875,34564,32418,3505,920,112,2.837929545314332,3.195435092724679
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,11oct2020,3160,.3875,34564,38892,6474,1106,186,2.843772498200144,2.873030583873957
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,18oct2020,3161,.3875,34564,42265,3373,1277,171,3.021412516266414,5.069670916098429
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,25oct2020,3162,.3875,34564,46997,4732,1541,264,3.278932697831777,5.579036348267118
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,01nov2020,3163,.3875,34564,52317,5320,1758,217,3.36028441997821,4.078947368421053
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,08nov2020,3164,.3875,34564,57374,5057,1942,184,3.384808449820476,3.638520862171247
134130,12001,Alachua County,Gainesville,FL,32611,29.64629,-82.347911,15nov2020,3165,.3875,34564,61345,3971,2059,117,3.356426766647649,2.946361118106271
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,13sep2020,3156,.3215,10873,6625,3991,328,93,4.950943396226415,2.330243046855425
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,20sep2020,3157,.3215,10873,10381,3756,412,84,3.968789133994798,2.236421725239616
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,27sep2020,3158,.3215,10873,13979,3598,449,37,3.211960798340368,1.028349082823791
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,04oct2020,3159,.3215,10873,19566,5587,474,25,2.422569763876112,.4474673348845534
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,11oct2020,3160,.3215,10873,24024,4458,498,24,2.072927072927073,.5383580080753702
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,18oct2020,3161,.3215,10873,29012,4988,569,71,1.961257410726596,1.423416198877306
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,25oct2020,3162,.3215,10873,34208,5196,655,86,1.914756782039289,1.655119322555812
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,01nov2020,3163,.3215,10873,39264,5056,716,61,1.823553382233089,1.206487341772152
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,08nov2020,3164,.3215,10873,44557,5293,839,123,1.882981349731804,2.32382391838277
135726,12086,Miami-Dade County,Coral Gables,FL,33146,25.72126,-80.278662,15nov2020,3165,.3215,10873,49892,5335,1060,221,2.124589112482963,4.142455482661668
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,13sep2020,3156,.1852,6975,14309,1778,150,2,1.048291285205116,.1124859392575928
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,20sep2020,3157,.1852,6975,16199,1890,153,3,.9445027470831533,.1587301587301587
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,27sep2020,3158,.1852,6975,17968,1769,158,5,.8793410507569011,.2826455624646693
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,04oct2020,3159,.1852,6975,20111,2143,170,12,.84530853761623,.5599626691553896
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,11oct2020,3160,.1852,6975,22571,2460,186,16,.8240662797394888,.6504065040650406
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,18oct2020,3161,.1852,6975,24995,2424,196,10,.7841568313662733,.4125412541254125
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,25oct2020,3162,.1852,6975,27507,2512,215,19,.781619224197477,.7563694267515924
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,01nov2020,3163,.1852,6975,29873,2366,228,13,.7632310112810899,.5494505494505495
139658,13089,DeKalb County,Atlanta,GA,30322,33.790183,-84.325512,08nov2020,3164,.1852,6975,32408,2535,252,24,.7775857812885707,.9467455621301776
